"text","created_at","retweet_count","favorite_count","display_text_width"
".@AdyBarkan's commitment to fighting for health care for his children Carl and Willow, for your children, and for all our children’s children is deeply inspiring. We are stronger with him on our side.
https://t.co/oRK4ELpeXX",2020-08-19 02:37:38,2114,10497,224
"After a spectacular roll call that showed the heart and soul of our nation, it's official. Congratulations, @JoeBiden! https://t.co/2yLrvDUMWj",2020-08-19 02:24:02,11774,107426,118
"An incredibly touching moment during the #DemConvention. This is who Joe is. https://t.co/rBxfJTOniK",2020-08-19 01:56:45,5935,48782,76
".@staceyabrams: ""Faced with a president of cowardice, Joe Biden is a man of proven courage.""

In November, courage is on the ballot. Empathy is on the ballot. And @JoeBiden is on the ballot. https://t.co/fbcF4qbL1P",2020-08-19 01:27:57,1514,7754,190
"This is a moment that demands real leadership. Leaders who listen to experts, tell the truth, and won’t shy away when things get tough. @JoeBiden is that leader.

Tune in now for day 2 of the #DemConvention. https://t.co/ItRRcj6AXR",2020-08-19 00:57:52,1845,8367,231
"Last night filled me with optimism and hope for our future, something many of us may not have felt in a while. Relive the best moments now and be sure to tune in again tonight at 9pm ET. 
https://t.co/vCKV9MWWnC",2020-08-18 23:32:01,2291,12266,211
"Thank you, @MichelleObama, for your kind words and continued leadership. With 77 days to go, every moment counts<U+2192>https://t.co/MykJL0X5gt https://t.co/lcAqngUCoY",2020-08-18 22:33:10,3503,32082,136
"It has been one week since @JoeBiden asked me to be his running mate and I could not be more thankful for the outpouring of love and support @douglasemhoff and I have seen. 

Help us keep the momentum going by chipping in whatever you can today.
https://t.co/PsWOIL5lZR",2020-08-18 20:14:02,1719,10690,269
"The two systems of justice in our country must end.
https://t.co/ttldHf0zTy",2020-08-18 17:04:42,3145,13108,75
"100 years ago today the 19th Amendment was ratified, but many Black women and women of color were unable to exercise their constitutional right for decades. 

I would not be the Democratic candidate for Vice President without those who fought and paved the way before me. Vote.",2020-08-18 14:28:21,11615,73073,277
"A powerful call to action by @MichelleObama. Register to vote now at https://t.co/MykJL0X5gt. #DemConvention https://t.co/Zp9qSnyFlY",2020-08-18 03:22:06,10920,55010,132
".@MichelleObama speaking truth to power. Donald Trump is not up for the job—but @JoeBiden is. 
https://t.co/UDCCofB0Rv",2020-08-18 03:04:46,32164,159620,118
"""The future of our democracy is at stake. The future of our economy is at stake. The future of our planet is at stake. We must come together, defeat Donald Trump and elect Joe Biden and Kamala Harris.""

Thank you, @BernieSanders. Together, we can win.",2020-08-18 02:49:45,9823,72679,251
"We may have had our differences on the campaign trail but together we are unified for one common purpose: defeat Donald Trump and elect @JoeBiden to the White House. #DemConvention
https://t.co/ZtpOsykGB8",2020-08-18 02:36:01,3104,14527,204
".@DougJones, @CatherineForNV, and @amyklobuchar's #DemConvention speeches magnified what’s at stake in November: the Senate. It’s crucial we roll up our sleeves and get to work to flip the Senate in November. Pick a race. Get involved. Every action you take now matters.",2020-08-18 02:26:09,2707,15387,270
"Philonise Floyd said it best, ""George had a giving spirit—a spirit that has shown up on streets around our nation, and around the world.""

George Floyd’s legacy continues to live on through our fight for justice. This is a movement, not a moment. 
https://t.co/5GbUvOknsm",2020-08-18 01:54:57,1123,6265,271
"This is why I’m with @JoeBiden. He knows what we need to do to dismantle systemic racism in our nation and actually address our community’s concerns. https://t.co/fqorlWJlH1",2020-08-18 01:44:35,3825,24093,149
"Never forget that we, the people, have the power.
https://t.co/oM8SyzbVp0",2020-08-18 01:15:25,5547,28511,73
"Together we can unify our country and elect Democrats up and down the ballot. Tune in now to watch the #DemConvention. 
https://t.co/YE20uJX0vu",2020-08-18 01:06:02,2191,10145,143
"The #DemConvention kicks off tonight with a full lineup of incredible speakers who represent the decency and diversity of our party—and the brighter future we can build together under a @JoeBiden administration. Don’t miss out. 
https://t.co/9MWysjyttW",2020-08-17 14:20:35,8115,40778,252
"Wearing a mask can save lives. Do your part. https://t.co/sdeQDeCXKl",2020-08-17 03:11:01,8830,75383,44
"As @JoeBiden always points out, this election is about more than politics. It’s about who we are as a country. It’s about the soul of our nation. Together we’ll create millions of jobs, fight the climate crisis, pass the John Lewis Voting Rights Act, and more.",2020-08-17 01:46:00,15418,100084,260
"Nothing that we have ever achieved has come without a fight. And right now, there is so much on the line—everything from the future of our economy to whether the Black community will have equal access to a vaccine when it’s created. 
https://t.co/up93CI8jwC",2020-08-16 23:26:00,2241,11251,257
"There is no question that we need immediate and drastic change in our country. And it starts with electing @JoeBiden on November 3.
https://t.co/luIgk4nZhH",2020-08-16 20:36:08,5627,36839,155
"Everything we care about, our economy, our health, our children, the kind of country we live in, it’s all on the line in November. Make sure you and your friends are registered to vote at https://t.co/MykJL0X5gt.",2020-08-16 17:01:06,12207,55739,212
"Doug and I join the Biden family in sending our deepest condolences and prayers to the entire Trump family during this difficult time. Losing a loved one is never easy but know that we are thinking of you. https://t.co/j9cVKi8b5A",2020-08-16 13:31:14,9230,90364,205
"Why don’t they want us to vote? Why are they creating obstacles to us voting? 

It’s this simple: when we vote things change. When we vote things get better. Vote.",2020-08-16 03:12:00,36951,213609,163
"Happy Indian Independence Day! Reflecting on the past 74 years, it’s remarkable how much progress our people have made in the fight for justice. I hope you'll join me today in celebrating and then commit to building an even better future.",2020-08-16 01:52:57,7166,72290,238
"America needs leadership, yet we have a president who cares more about himself than the people who elected him. A president who makes every challenge we face even more difficult to solve.

We don’t have to accept that. In 80 days let’s elect @JoeBiden and #BuildBackBetter.",2020-08-15 22:59:01,10472,62118,273
"Eight years ago today, the first DACA applications were accepted. Dreamers are Americans but they still remain under attack by this administration. On day one as president, @JoeBiden will take action to protect Dreamers from deportation and put them on a path to citizenship.",2020-08-15 18:01:00,9343,57140,275
"To all of @JoeBiden's supporters, thank you for being so welcoming to @douglasemhoff and myself these last few days. Electing Joe is just the start of the work ahead of us. I can’t wait to see what we can accomplish—together. https://t.co/wVgxNFs6Tm",2020-08-15 13:42:17,7569,75296,225
"We cannot let Donald Trump destroy the United States Postal Service. Congress must step up to ensure our nation’s seniors can get their life-saving medicine on time and that people can safely cast their ballots.",2020-08-15 02:21:00,32386,190097,211
"Donald Trump votes by mail but doesn’t want you to. If it’s good enough for him, it’s good enough for us. 
https://t.co/WX1EEBIeel",2020-08-15 01:27:03,17131,76257,130
"This election isn’t just about defeating Donald Trump or Mike Pence. It’s about building our country back better. And that’s exactly what @JoeBiden and I will do.

Chip in now to help us win in November. 
https://t.co/np13jGrhqm",2020-08-15 00:01:01,3053,15867,228
"Today @JoeBiden and I signed our paperwork to officially get on the ballot in all 50 states. 

But we can't do this alone. Text READY to 30330 to help us win in November. https://t.co/4JLeMTdE6v",2020-08-14 21:10:04,11160,81752,170
"81 days. 81 days to organize, to mobilize, and fight to ensure we can finally say goodbye to the national nightmare we call Donald Trump.",2020-08-14 17:40:01,35055,234200,137
"85 years ago today Social Security was signed into law, but just last week Trump said he’ll defund Social Security if reelected. 

The choice in November is clear: we must elect @JoeBiden to strengthen and expand Social Security so our seniors can retire with dignity.",2020-08-14 12:42:01,24044,106396,268
"Just look where Donald Trump and Mike Pence got us: more than 16 million out of work. Millions of kids who cannot go back to school. More than 165,000 lives have been cut short by coronavirus, many with loved ones who never got the chance to say goodbye.

This was preventable.",2020-08-14 01:35:43,31187,163544,277
"This is what real leadership looks like. 
https://t.co/cJN9Ij8soz",2020-08-13 21:53:01,13064,88931,65
"When other countries were following the science, Trump pushed miracle cures he saw on Fox News. 

Let me tell you this: when @JoeBiden is president he’ll listen to the facts. He’ll embrace science. And we will all be better for it.",2020-08-13 18:15:11,23237,145226,231
"My mother always use to say, “Don’t just sit around and complain about things. Do something.” I dearly wish she were here with us this week. https://t.co/RHO2VnlZs4",2020-08-13 12:46:01,15468,178461,140
"Trump inherited the longest economic expansion in history from @BarackObama and @JoeBiden. And then, like everything else he inherited, he ran it straight into the ground.",2020-08-13 03:09:00,58599,323780,171
"I was so proud to stand with @JoeBiden earlier today as our party's nominee for Vice President, and I do so mindful of all the heroic and ambitious women before me whose sacrifice, determination, and resilience makes my presence here even possible.",2020-08-13 01:22:00,23519,233095,248
"We need more than a victory on November 3rd. We need a mandate that proves that the past few years do not represent who we are or who we aspire to be. Chip in now to make that happen: https://t.co/XBTwRmxAem",2020-08-12 23:01:01,4933,28150,207
"Ready. https://t.co/EpR2sG2x9R",2020-08-12 22:15:22,36095,320834,6
"I’m humbled to be joining @JoeBiden in the battle to defeat Donald Trump and build a country that lives up to our values of truth, equality, and justice. Tune in now to watch our first campaign event. 
https://t.co/rWs5tOrD6E",2020-08-12 20:54:54,4763,32499,225
"When @JoeBiden launched his campaign for president, he said the tragedy that unfolded in Charlottesville three years ago today—and the president’s heartless response—spurred him to battle for the soul of this nation. 

That battle continues to this day.",2020-08-12 18:25:19,16817,119507,253
"The character of our country is on the ballot this year and I’m honored to serve by @JoeBiden’s side as we fight to rebuild our country back better.

We can do that, but we need your help. Chip in any amount to join our grassroots fundraiser tonight<U+2192> 
https://t.co/2ey803sF0u",2020-08-12 16:15:03,4656,25224,275
"We are in a battle for the soul of this nation. But together, it's a battle we can win.

@JoeBiden—I'm ready to get to work. https://t.co/3PJcUTYBGU",2020-08-12 12:53:08,60499,264708,124
"Trump thinks this country belongs to him. But @JoeBiden knows it belongs to all of us. To the people.

We can't do this without you—can you chip in today?
https://t.co/xeixljBgE2",2020-08-12 00:57:00,14034,84556,178
".@JoeBiden can unify the American people because he's spent his life fighting for us. And as president, he'll build an America that lives up to our ideals.

I'm honored to join him as our party's nominee for Vice President, and do what it takes to make him our Commander-in-Chief.",2020-08-11 20:56:25,111535,658227,280
"Black women and women of color have long been underrepresented in elected office and in November we have an opportunity to change that. Let's get to work.
https://t.co/aiVwuBrwqR",2020-08-11 17:18:04,20136,124398,178
"Connecticut, Minnesota, Vermont, and Wisconsin—today is Primary Day! Be sure to turn in your vote-by-mail ballot and stay safe by wearing a mask if you’re heading to the polls. Every single vote makes a difference.",2020-08-11 13:52:01,10832,64910,214
"The USPS delivers medicine to our nation’s seniors, helps small businesses, and ensures people can safely cast their ballots. 

It should concern everyone that the Trump administration is actively undermining the USPS during a pandemic and right before the November election.",2020-08-11 03:24:00,20107,80054,275
"America is desperate for a strong, competent, and honest leader who seizes the moment, takes responsibility, and does everything possible to solve the crises plaguing our country. 

That’s why we must elect @JoeBiden on November 3rd.",2020-08-11 01:31:00,16485,108006,233
"From fighting against voter suppression to protecting the dignity of work, @ReverendWarnock is the voice that Georgia needs in Washington. Can you chip in now to help him join me in the Senate? Every dollar counts. 
https://t.co/gaM9PnwtqA",2020-08-10 23:05:02,1587,5979,239
"@RobertGarciaLB @RobertGarciaLB, my friend, my heart breaks for you and your entire family after another devastating loss. May your stepfather and your mother be your guiding light in the years to come. Doug and I are sending you our love.",2020-08-10 21:41:01,97,1129,223
"This weekend we surpassed 5 million coronavirus cases in the United States. 

...And there is still no adequate national testing strategy. Trump and his administration have failed Americans.",2020-08-10 19:37:01,6079,28250,190
"Small businesses across our country rely on @USPS to get their packages to their customers as soon as possible. We cannot let Trump interfere with the Postal Service. 

If you own or work for a small business, share your story about what USPS delays mean to you.",2020-08-10 16:12:09,3944,15579,262
"It has been 150 days since Breonna Taylor was murdered in her home. That’s 150 days Breonna Taylor's family and friends have grieved what could have been.

We must keep saying her name and demanding justice because the police who killed her still have not been charged.",2020-08-10 13:40:15,16784,61315,269
"Let’s get it done in November. 
https://t.co/wyakpoXM5t",2020-08-10 01:19:00,7876,54565,55
"Great news: my friend @harrisonjaime’s race has now been labeled a toss up! It’s going to take all of us to flip that Senate seat from red to blue and send him to the Senate. Can you chip in now?
https://t.co/woOD7M6Ui2",2020-08-09 23:25:00,6132,22559,219
"Unlike Donald Trump, @JoeBiden recognizes why we are in this fight and actually understands what we must do to dismantle systemic racism in our nation and build a better America. https://t.co/Y0Rr2pGlrV",2020-08-09 20:28:00,4279,21954,178
"Horrifying and inexcusable. There is absolutely no reason police officers should be shooting at unarmed children. 

The system must change—and that starts with holding officers accountable for misconduct.
https://t.co/D2elZSktUY",2020-08-09 18:34:00,3670,10341,228
"Six years ago Michael Brown was killed at the hands of police, sparking a nationwide movement and a desperately needed conversation that we are still having to this day. We cannot give up fighting against police brutality.",2020-08-09 14:55:02,5652,27653,222
"87 days left until Election Day. That’s 87 days to make a difference. 87 days to phone bank. To get people registered to vote. To donate to Democratic campaigns up and down the ballot. 

Make these 87 days count.",2020-08-09 01:48:41,5791,26493,212
"Trump just promised that if he wins reelection he'll gut Social Security and Medicare.

A vote for @JoeBiden in November means protecting and expanding these benefits—ensuring our seniors have the ability to retire with dignity.",2020-08-08 21:44:12,29807,100765,228
"It could not be more clear they are trying to take down the United States Postal Service from the inside—at a time when we need it the most.

Congress must immediately step up to save the Postal Service and safeguard our elections. There’s no time to waste. https://t.co/S3sodtYEpX",2020-08-08 17:56:00,10088,30420,257
"Reminder: Trump is actively trying to overturn Obamacare during a global pandemic. His executive order is meaningless.",2020-08-08 14:44:34,14248,65144,118
"Once this pandemic is over, we can’t go back to the way things were. We need to #BuildBackBetter. 

@JoeBiden has a plan to do that. 

He’ll revitalize American manufacturing and create millions of good-paying jobs, ensuring the future is made in America—by all of America.",2020-08-08 00:46:00,9146,49537,273
"There are two systems of justice when stealing hedge clippers gets a Black man life in prison but the officers who murdered Breonna Taylor are still free.
https://t.co/N1xpJzY9r3",2020-08-07 22:37:01,13086,41229,178
"Combat veteran and dedicated public servant @VoteJackie4NY understands the complex issues facing working and middle class families today. We need her voice in Congress. Chip in now to make sure #NY02 has a powerful advocate fighting for them:
https://t.co/K5SgrJT8lO",2020-08-07 19:47:01,529,1703,266
"Listen to the scientists and wear a mask.",2020-08-07 17:28:01,14142,101530,41
"The simple fact is grocery store workers are putting their lives on the line every day that they walk into the store. Hazard pay must be reinstated for them immediately.
https://t.co/YErtvXk0SJ",2020-08-07 14:41:26,3585,16770,193
"On the 55th anniversary of the Voting Rights Act, there’s only one thing to do: register to vote today, then get five of your loved ones to do the same. https://t.co/1Nhf6uTbe6",2020-08-07 02:36:00,2277,8533,176
"Trump’s bungled pandemic response has cost lives and devastated families from coast to coast. Electing @JoeBiden in November could not be more crucial. 
https://t.co/lPgaNgEfiz",2020-08-07 00:48:00,3390,12386,176
"As an educator and former school board trustee, @candacefor24 knows both the struggles and hopes of working and middle-class families. In Congress, I know she’ll be a strong advocate for progressive change for #TX24. Chip in now:
https://t.co/hXidbbsnL8",2020-08-06 22:41:00,324,1150,253
"Congratulations @NiaDaCosta on breaking down barriers in the Marvel Universe! I cannot wait to see where you take Captain Marvel 2.
https://t.co/80RZgSAArR",2020-08-06 20:15:49,854,6323,155
"Justices have a duty to uphold the law, not be a partisan hack for the Trump administration. 

Pence did get one thing right though—the future of the Supreme Court is on the ballot in 2020, which is why we must vote for @JoeBiden on November 3rd.
https://t.co/ABKYP9dxhb",2020-08-06 17:56:03,3014,11343,270
"The @NRA bought the president and promotes members of Congress that turn a blind eye to the gun violence epidemic.

It takes leaders with courage to stand up to them—thank you, @TishJames. https://t.co/BA1HRkXUBZ",2020-08-06 16:14:19,4537,20509,188
"55 years ago today LBJ signed the Voting Rights Act into law, which aimed to protect the right to vote for all Americans.

Yet in 2013 the Supreme Court gutted a key section of this act and McConnell is currently blocking legislation to restore it. Our work isn’t over.",2020-08-06 14:02:57,7039,27126,269
"No matter what the Trump administration thinks, the Census is not a game. Generations will suffer if he gets away with this, especially communities of color.

Spread the word to get counted at https://t.co/rRT9qU9Kcp.
https://t.co/jDJBgBqegb",2020-08-06 01:46:43,2175,5384,241
".@xjelliott has dedicated her life to public service, not self-service. From her time as a public school teacher to state legislator, she has what it takes to represent the people of #AR02 and win this competitive race. Help make that a reality:
https://t.co/IomP15SBMU",2020-08-05 23:36:00,624,1925,269
"Incredible victory. Last night Missouri became the 38th state plus D.C. to expand Medicaid to save lives and reduce racial health disparities.

Congrats to @ProjectFairness and advocates on the ground for leading the fight to make this happen.
https://t.co/asIbJBcVQK",2020-08-05 21:48:01,788,4246,267
"The GOP just nominated a pro-Trump Republican to take on Dr. @BarbaraBollier.

Kansas could be one of the four states Democrats need to take back the Senate from Mitch McConnell. Can you chip in now to flip Kansas and send Barbara to Washington?
https://t.co/ovgpmmMsyr",2020-08-05 19:42:01,1059,2748,269
"8 years ago today a white supremacist walked into a Sikh Temple in Oak Creek, WI, fatally shooting 6 people. 

We just honored El Paso and next week is the anniversary of Charlottesville.

How much longer will the rising threat of white supremacy go virtually unaddressed?",2020-08-05 17:46:07,6552,27515,272
"20 million Americans could be at risk of eviction by the end of September.

That’s 20% of renters.

It’s not enough just to extend the federal eviction moratorium—my RELIEF Act would help stop evictions and foreclosures for one year.",2020-08-05 15:51:15,2344,8736,233
"@votegardner2020 Congratulations Circuit Attorney Kim Gardner on your victory last night! Onward to November for another four years of fighting for a better and fairer St. Louis for all.",2020-08-05 15:09:21,34,95,169
"Our path to victory is through Ohio. And that includes electing @TimsDesiree to #OH10. After the tragedy in Dayton, she stepped up and decided to run to ensure no community grieves another mass shooting. Let’s make that happen:
https://t.co/k3KKLracXR",2020-08-05 00:21:00,801,2634,251
"Americans deserve a president who has a generous spirit. That's @JoeBiden.

There's nothing about Donald Trump that is generous—unless it's to himself. https://t.co/L1gdnaNhdJ",2020-08-04 22:47:00,3241,14782,151
"This segment is still etched in my mind. 30 seconds was all it took for nine lives to be cut short in Dayton, Ohio one year ago—the second of back-to-back mass shootings. 

One year later and still no comprehensive action to end gun violence.
https://t.co/kgHJKBENhQ",2020-08-04 22:11:02,705,2561,266
"Trump once again shows he has no idea what a fair and honest election looks like. 

Thanks to my friends @jasonfrierson and @govsisolak for pushing forward to ensure all registered Nevadans can cast their ballot without worrying about their health and safety. https://t.co/KC8qWrddPq",2020-08-04 20:47:01,658,2662,259
"Today @JoeBiden released his plan for the Latinx community to ensure they can thrive not just at work but at schools and beyond. I'm joining @MSNBC at 4pm ET to discuss this and more.
https://t.co/wVA1t3BILD",2020-08-04 19:35:02,1651,6567,207
"Today is Primary Day in Arizona, Kansas, Michigan, Missouri, and Washington. If you haven’t already, be sure to turn in your vote-by-mail ballot and if you’re heading to the polls, please wear a mask and maintain social distancing when possible. Your vote and your safety matters.",2020-08-04 18:21:01,2229,9701,280
"Over 155,000 Americans have died from coronavirus and Trump argues it’s not so bad.

Let’s end this national nightmare in 91 days by electing @JoeBiden. 
https://t.co/iOF9sm1Jp9",2020-08-04 16:03:07,3361,12830,177
"Happy birthday, @BarackObama! Thank you for continuing to give our country hope and inspiring a generation of young leaders to be the change they want to see in their communities. https://t.co/ZV7AXOTJNa",2020-08-04 14:36:32,6924,61591,179
"On November 3, the future of the Supreme Court is on the ballot.",2020-08-04 02:31:00,17549,106889,64
"Tomorrow is Missouri’s primary and it is imperative that we do everything we can to help @votegardner2020 win reelection. Let’s make sure she can continue fighting the next four years for a better Saint Louis<U+2192>
https://t.co/3LNW7lkbDi",2020-08-04 00:31:00,579,1701,233
"The House passed the HEROES Act more than two months ago and instead of voting on it, Senate Republicans spent 10 weeks coming up with their own bill.

Their ""relief"" bill cuts expanded unemployment benefits, fails to stop evictions, and doesn't include nutrition assistance.",2020-08-03 22:10:01,4901,15316,275
"After Mitch McConnell blocked @TimmonsGoodson’s nomination to the federal bench—despite her overwhelming qualifications—she decided to run for #NC08. Pat's unwavering voice for justice is just what we need in the House. Chip in now to make that happen:
https://t.co/Z3vFT6bv2J",2020-08-03 19:32:01,1167,3420,276
"One teacher already died from coronavirus. Two more are sick. And the new school year hasn’t even started. 

A gut-wrenching read about the impossible decisions our educators are facing. They deserve so much better. 
https://t.co/x2Ol9ccM55",2020-08-03 17:26:01,2639,7592,240
"One year ago 23 lives were cut short in El Paso—the deadliest attack against the Latinx community in recent American history. An attack fueled by the flames of hate and division. 
 
Gun violence is a national emergency in our country. It must be treated as such. #ElPasoStrong",2020-08-03 14:22:01,3655,16514,276
"Justice delayed is justice denied. And justice for Breonna Taylor has been delayed for far too long as the officers who murdered her still have not been arrested. 

Keep up the calls for justice.",2020-08-03 01:39:00,12477,58621,195
"Trump’s repeated racist rhetoric tries to place blame for his coronavirus failures on anyone but himself. It’s dangerous and it’s wrong—and has real life consequences for Asian Americans and Asian immigrants.
https://t.co/5XIwxivEcr",2020-08-02 22:41:00,2685,8692,232
"To confront systemic racism we must confront environmental racism.

The Environmental Justice for All Act I introduced this week would address environmental inequalities and invest long-term in communities that for far too long have been excluded.
https://t.co/mJ07zcEnp0",2020-08-02 19:52:00,1233,5238,271
"If Donald Trump is reelected the damage that he has done may be irreparable. 

In 93 days, we must vote for @JoeBiden.",2020-08-02 17:07:02,24444,158582,118
"Congress must immediately pass my bill with @BernieSanders and @EdMarkey to get $2,000 a month in Americans' hands. 

We need direct monthly cash payments and we need them now.
https://t.co/q9Tc17td0u",2020-08-02 14:21:15,4305,15628,200
"@harrisonjaime Jaime, please wish Mama Harrison a happy birthday for me.",2020-08-02 00:58:05,136,2575,57
"The Trump administration is actively undermining the United States Postal Service ahead of what could be the largest election where people vote by mail.

Congress must immediately step up to support the USPS and take swift action to safeguard our elections. It can’t wait.",2020-08-02 00:10:01,18564,67549,272
"“Despite everything that has happened, I continue to believe in the American Dream. I believe that in America, right matters. I want to help ensure that right matters for all Americans.”

Thank you, @AVindman, for serving our country and speaking truth. 
https://t.co/M0dcEwfPPt",2020-08-01 18:09:01,1558,7336,278
"Mitch McConnell and the GOP let the additional $600 in unemployment benefits expire. They let the federal evictions moratorium expire. With rent due today, millions aren’t sure how they’ll pay.

This is why I called for monthly payments back in March.
https://t.co/qIki9CCdVL",2020-08-01 15:02:46,5048,19097,275
"Environmental justice is interconnected with every aspect of our fight for justice—we cannot disentangle the environment people live in from the lives they live. This is why I introduced a comprehensive environmental justice bill in the Senate.
https://t.co/13IDsppPy7",2020-08-01 01:09:00,1385,5854,268
"In 95 days we have a chance to change the future of our nation. To vote in leaders who will champion everything from voting rights reform to tackling gun violence. Chip in now to help our endorsed candidates<U+2192> https://t.co/OsXuHjVfhY https://t.co/5Z8PDNIXLW",2020-07-31 23:03:02,1115,4434,232
"Millions of people across our nation are teetering on a cliff right now. Rent is due tomorrow. Bills need to be paid. 

We have the answers already but reckless Republicans won't act: recurring $2k payments, expanded unemployment insurance, and nutrition assistance.",2020-07-31 20:40:01,5382,20923,266
"Combating racial inequities must be prioritized—and @JoeBiden knows that. His #BuildBackBetter plan would help level the playing field for communities of color by doing everything from investing in minority businesses to raising the minimum wage.
https://t.co/2CcTeetbvd",2020-07-31 19:05:15,1524,5601,270
"Election Day will happen in 95 days whether @realDonaldTrump likes it or not. 

But to win the White House and flip the Senate, we have to roll up our sleeves and get to work. Now is the time to register to vote. Donate to a campaign. Phone bank. It matters.",2020-07-31 16:56:01,6103,28995,258
"Eid Mubarak to all our Muslim brothers, sisters, and friends celebrating in the United States and around the world. Whether near or far, may this day bring you and your loved ones many blessings.",2020-07-31 14:38:16,1241,9376,195
"In the next coronavirus relief package, it's imperative Congress ensures people have basic necessities such as a roof over their head, food on the table, safe and affordable water, and access to the internet.
https://t.co/Zsj0r1CKuB",2020-07-31 01:51:00,834,3459,232
".@RobertGarciaLB's mother Gaby cared deeply for her patients as if they were members of her own family. If you're able to, please chip in now to ensure her legacy can live on in @CSULB students in health care: https://t.co/LVxlfNOf6H https://t.co/BtV4q9OfNR",2020-07-30 23:51:49,200,760,233
"I know under a @JoeBiden presidency, our teachers will be valued and given the respect they deserve. 
https://t.co/wZdvTHeTls",2020-07-30 22:20:01,2818,14591,125
"There's no more appropriate way to honor the life and legacy of John Lewis than by fighting to expand the rights he almost died for. As @BarackObama said, let's keep marching. 
https://t.co/xgUI7pAaMv",2020-07-30 20:42:01,4242,22620,200
".@realDonaldTrump, in 96 days #WeWillVote you out.",2020-07-30 18:50:29,22965,144628,50
"John Lewis left us some final marching orders. Let’s carry them with us into November and beyond.
https://t.co/lfYwpIdZEM",2020-07-30 15:00:35,1758,8184,121
"Donald Trump is terrified. He knows he's going to lose to @JoeBiden. It will require every single one of us to make that happen. 

We will see you at the ballot box on November 3rd, @realDonaldTrump. https://t.co/GeEH6Csvym",2020-07-30 13:13:31,15995,83561,199
"Let’s keep lifting up Black women to lead, run—and win.
https://t.co/S6rEpzTOFk",2020-07-30 03:07:00,4094,24564,79
"We tell people to wear a mask but many communities do not have access to the protective gear they need to keep themselves and others safe. Yesterday I joined @BernieSanders on the Masks for All Act to change that.
https://t.co/GvP5DBCyc6",2020-07-30 01:55:00,1096,6216,237
"Republicans’ coronavirus relief plan sells out working families by slashing the expanded unemployment benefit to $200 and failing to stop evictions and foreclosure—all while loosening rules for Big Banks and putting a new FBI headquarters down the road from the Trump Hotel.",2020-07-29 23:23:00,3342,9824,274
"That’s just a fact. 
https://t.co/TYcU3l7gtJ",2020-07-29 21:21:00,4776,32337,44
"This is in direct defiance of the Supreme Court’s decision. 

Dreamers, know this: we have your back and will fight to ensure you are protected. You are not alone. 
https://t.co/bNXANLjLRk",2020-07-29 19:32:02,1302,4109,188
"We can’t have millions of Americans losing their homes in the middle of a pandemic. Here’s one way we can deter that from happening: my RELIEF Act would help stop evictions and foreclosures for a year. But we must act now before the eviction crisis gets worse. https://t.co/81c0YNs4zD",2020-07-29 17:39:01,778,2756,260
"Donald Trump ignored early coronavirus warning signs. Dismissed the seriousness of the threat. Attacked the advice of doctors and scientists. Failed to institute an adequate national plan for testing and contact tracing.

Now nearly 150,000 Americans have died. This is on Trump.",2020-07-29 14:31:46,9840,38469,279
"We are in a historic economic crisis with no end in sight—now is not the time to slash additional unemployment benefits by $400 a week. 

I won’t stop fighting for $2,000 monthly payments and extending unemployment benefits.",2020-07-29 02:46:00,4306,22024,224
"Bill Barr has been an aider and abettor to the most corrupt president we’ve ever had. https://t.co/3tFLRjW4B6",2020-07-29 01:50:00,3277,13505,85
"This is the most important election of our lifetime. With @JoeBiden as president, we'll be able to build an America that lives up to our ideals. https://t.co/q9xVPd2PuF",2020-07-29 00:43:17,2064,9890,144
"Can't wait to join @JoyAnnReid on @MSNBC at 7pm ET to chat about @JoeBiden's latest addition to his #BuildBackBetter plan and Barr's testimony today. Don't miss it. 
https://t.co/3FyYPCSr0x",2020-07-28 22:36:00,468,2347,189
"Everyone takes pride in going to the polls on Election Day and getting that I Voted sticker.

But know this—many states offer alternative ways to cast your ballot, such as vote-by-mail. This Vote By Mail Day, get your voting plan in place. Too much is at stake to wait.",2020-07-28 21:47:00,2590,10041,269
"Watch now: @CedricRichmond pointing out to Bill Barr that actions speak louder than words.
https://t.co/BXaa5dTtqo",2020-07-28 20:35:02,1368,4955,114
"The Trump administration’s complete mismanagement of the coronavirus crisis has worsened longstanding disparities in our country. Tune in now to hear @JoeBiden discuss how we can combat systemic racism and advance racial economic equity moving forward.
https://t.co/xzbsU07s3j",2020-07-28 19:21:41,503,1684,276
"We have a pivotal election coming up in just 98 days and it’s critical colleges take steps now to protect student voting rights and ensure their voices are heard at the ballot box.

Read @marceelias’ latest:
https://t.co/V0l10khYaE",2020-07-28 18:00:28,364,1153,231
"Americans deserve a president who is compassionate, empathetic, and will fight every single day for working families. That's @JoeBiden. https://t.co/0qxUWzs6O9",2020-07-28 17:17:00,2842,12027,135
"Bill Barr’s testimony today shows us he’s only here to protect the president and his reelection. That’s it.",2020-07-28 16:02:08,20947,109087,107
"The Republican’s coronavirus relief proposal released yesterday fails to stop evictions or foreclosures. People are hurting in America, deeply hurting, and they’re worried they’re going to lose the roof over their head. My RELIEF Act would help give them peace of mind. https://t.co/SzIGYWWa6H",2020-07-28 14:51:51,795,2890,269
"Over 17 million Americans are unemployed. Just last week we found out an additional 1.4 million people applied for unemployment.

And this is how Trump and Republicans respond. In 99 days let’s vote them out.
https://t.co/bD7CPWAjRj",2020-07-28 02:39:00,1128,3682,232
